location,estimate_type,year,grilse,adults,totals
Hatchery Spawners Subtotals,Spawner Escapement,1998,6630.0,6835.0,
Hatchery Spawners Subtotals,Spawner Escapement,1996,,,
Hatchery Spawners Subtotals,Spawner Escapement,1997,,,
Hatchery Spawners Subtotals,Spawner Escapement,1998,,,
Hatchery Spawners Subtotals,Spawner Escapement,1996,,,
Hatchery Spawners Subtotals,Spawner Escapement,1997,,,
Hatchery Spawners Subtotals,Spawner Escapement,1998,,,
Hatchery Spawners Subtotals,Spawner Escapement,1996,,,
Hatchery Spawners Subtotals,Spawner Escapement,1997,,,
Hatchery Spawners Subtotals,Spawner Escapement,1998,,,
Hatchery Spawners Subtotals,Spawner Escapement,1996,,,
Hatchery Spawners Subtotals,Spawner Escapement,1997,,,6174.0
Hatchery Spawners Subtotals,Spawner Escapement,1998,81326.0,87500.0,4225.0
Hatchery Spawners Subtotals,Spawner Escapement,1996,46144.0,50369.0,2855.0
Hatchery Spawners Subtotals,Spawner Escapement,1997,42488.0,45343.0,
Hatchery Spawners Subtotals,Spawner Escapement,1998,6966.0,101359.0,108325.0
Iron Gate Hatchery  (IGH),Spawner Escapement,1999,4830.0,9290.0,14120.0
Iron Gate Hatchery  (IGH),Spawner Escapement,2000,839.0,71635.0,72474.0
Iron Gate Hatchery  (IGH),Spawner Escapement,2001,1364.0,37204.0,38568.0
Trinity River Hatchery (TRH),Spawner Escapement,1999,2027.0,5037.0,7064.0
Trinity River Hatchery (TRH),Spawner Escapement,2000,1070.0,25976.0,27046.0
Trinity River Hatchery (TRH),Spawner Escapement,2001,267.0,17908.0,18175.0
Hatchery Spawners Subtotals,Spawner Escapement,1999,,6857.0,14327.0
Hatchery Spawners Subtotals,Spawner Escapement,2000,21184.0,1909.0,97611.0
Hatchery Spawners Subtotals,Spawner Escapement,2001,99520.0,1631.0,55112.0
Hatchery Spawners Subtotals,Spawner Escapement,1999,56743.0,,
Hatchery Spawners Subtotals,Spawner Escapement,2000,,630.0,1978.0
Hatchery Spawners Subtotals,Spawner Escapement,2001,2608.0,184.0,3271.0
Hatchery Spawners Subtotals,Spawner Escapement,1999,3455.0,1016.0,9832.0
Hatchery Spawners Subtotals,Spawner Escapement,2000,10848.0,,110.0
Hatchery Spawners Subtotals,Spawner Escapement,2001,670.0,780.0,228.0
Hatchery Spawners Subtotals,Spawner Escapement,1999,1544.0,1772.0,743.0
Hatchery Spawners Subtotals,Spawner Escapement,2000,2607.0,3350.0,
Hatchery Spawners Subtotals,Spawner Escapement,2001,563.0,3021.0,3584.0
Hatchery Spawners Subtotals,Spawner Escapement,1999,524.0,5729.0,6253.0
Hatchery Spawners Subtotals,Spawner Escapement,2000,744.0,5398.0,6142.0
Hatchery Spawners Subtotals,Spawner Escapement,2001,,1901.0,1296.0
Hatchery Spawners Subtotals,Spawner Escapement,1999,3197.0,1271.0,11025.0
Hatchery Spawners Subtotals,Spawner Escapement,2000,12296.0,2641.0,8452.0
Hatchery Spawners Subtotals,Spawner Escapement,2001,11093.0,,2628.0
Hatchery Spawners Subtotals,Spawner Escapement,1999,3537.0,6165.0,373.0
Hatchery Spawners Subtotals,Spawner Escapement,2000,34678.0,35051.0,648.0
Hatchery Spawners Subtotals,Spawner Escapement,2001,11927.0,12575.0,
Hatchery Spawners Subtotals,Spawner Escapement,1999,,251.0,777.0
Hatchery Spawners Subtotals,Spawner Escapement,2000,1028.0,158.0,1345.0
Hatchery Spawners Subtotals,Spawner Escapement,2001,1503.0,538.0,2240.0
Hatchery Spawners Subtotals,Spawner Escapement,1999,2778.0,,210.0
Hatchery Spawners Subtotals,Spawner Escapement,2000,381.0,591.0,153.0
Hatchery Spawners Subtotals,Spawner Escapement,2001,796.0,949.0,48.0
Hatchery Spawners Subtotals,Spawner Escapement,1999,488.0,536.0,
Hatchery Spawners Subtotals,Spawner Escapement,2000,6293.0,11660.0,17953.0
Hatchery Spawners Subtotals,Spawner Escapement,2001,2891.0,58388.0,61279.0
Hatchery Spawners Subtotals,Spawner Escapement,1999,6378.0,40944.0,47322.0
Hatchery Spawners Subtotals,Spawner Escapement,2000,,,4154.0
Hatchery Spawners Subtotals,Spawner Escapement,2001,6753.0,10907.0,3376.0
Hatchery Spawners Subtotals,Spawner Escapement,1999,23468.0,26844.0,1336.0
Hatchery Spawners Subtotals,Spawner Escapement,2000,35991.0,,
Hatchery Spawners Subtotals,Spawner Escapement,2001,,103.0,706.0
Hatchery Spawners Subtotals,Spawner Escapement,1999,809.0,27.0,729.0
Hatchery Spawners Subtotals,Spawner Escapement,2000,756.0,,0.0
Hatchery Spawners Subtotals,Spawner Escapement,2001,44.0,44.0,24.0
Hatchery Spawners Subtotals,Spawner Escapement,1999,166.0,190.0,6.0
Hatchery Spawners Subtotals,Spawner Escapement,2000,170.0,176.0,
Hatchery Spawners Subtotals,Spawner Escapement,2001,4154.0,6797.0,10951.0
Hatchery Spawners Subtotals,Spawner Escapement,1999,3503.0,24340.0,27843.0
Hatchery Spawners Subtotals,Spawner Escapement,2000,1369.0,36890.0,38259.0
Hatchery Spawners Subtotals,Spawner Escapement,2001,,10447.0,18457.0
Hatchery Spawners Subtotals,Spawner Escapement,1999,28904.0,6394.0,82728.0
Hatchery Spawners Subtotals,Spawner Escapement,2000,89122.0,7747.0,77834.0
Hatchery Spawners Subtotals,Spawner Escapement,2001,85581.0,,17304.0
Iron Gate Hatchery  (IGH),Spawner Escapement,2002,1294.0,23667.0,24961.0
Iron Gate Hatchery  (IGH),Spawner Escapement,2003,290.0,31970.0,32260.0
Iron Gate Hatchery  (IGH),Spawner Escapement,2004,937.0,10582.0,11519.0
Trinity River Hatchery (TRH),Spawner Escapement,2002,1037.0,3516.0,4553.0
Trinity River Hatchery (TRH),Spawner Escapement,2003,574.0,29812.0,30386.0
Trinity River Hatchery (TRH),Spawner Escapement,2004,1044.0,12399.0,13443.0
Hatchery Spawners Subtotals,Spawner Escapement,2002,,2331.0,27183.0
Hatchery Spawners Subtotals,Spawner Escapement,2003,29514.0,864.0,61782.0
Hatchery Spawners Subtotals,Spawner Escapement,2004,62646.0,1981.0,22981.0
Hatchery Spawners Subtotals,Spawner Escapement,2002,24962.0,,
Hatchery Spawners Subtotals,Spawner Escapement,2003,,658.0,21650.0
Hatchery Spawners Subtotals,Spawner Escapement,2004,22308.0,298.0,17722.0
Hatchery Spawners Subtotals,Spawner Escapement,2002,18020.0,205.0,5037.0
Hatchery Spawners Subtotals,Spawner Escapement,2003,5242.0,,78.0
Hatchery Spawners Subtotals,Spawner Escapement,2004,2669.0,2747.0,73.0
Hatchery Spawners Subtotals,Spawner Escapement,2002,3302.0,3375.0,51.0
Hatchery Spawners Subtotals,Spawner Escapement,2003,282.0,333.0,
Hatchery Spawners Subtotals,Spawner Escapement,2004,47.0,4261.0,4308.0
Hatchery Spawners Subtotals,Spawner Escapement,2002,65.0,11988.0,12053.0
Hatchery Spawners Subtotals,Spawner Escapement,2003,22.0,445.0,467.0
Hatchery Spawners Subtotals,Spawner Escapement,2004,,386.0,6432.0
Hatchery Spawners Subtotals,Spawner Escapement,2002,6818.0,155.0,4134.0
Hatchery Spawners Subtotals,Spawner Escapement,2003,4289.0,129.0,833.0
Hatchery Spawners Subtotals,Spawner Escapement,2004,962.0,,304.0
Hatchery Spawners Subtotals,Spawner Escapement,2002,17530.0,17834.0,188.0
Hatchery Spawners Subtotals,Spawner Escapement,2003,15422.0,15610.0,295.0
Hatchery Spawners Subtotals,Spawner Escapement,2004,3493.0,3788.0,
Hatchery Spawners Subtotals,Spawner Escapement,2002,,44.0,1344.0
Hatchery Spawners Subtotals,Spawner Escapement,2003,1388.0,38.0,1761.0
Hatchery Spawners Subtotals,Spawner Escapement,2004,1799.0,80.0,477.0
Hatchery Spawners Subtotals,Spawner Escapement,2002,557.0,,12.0
Hatchery Spawners Subtotals,Spawner Escapement,2003,339.0,351.0,31.0
Hatchery Spawners Subtotals,Spawner Escapement,2004,1094.0,1125.0,64.0
Hatchery Spawners Subtotals,Spawner Escapement,2002,144.0,208.0,
Hatchery Spawners Subtotals,Spawner Escapement,2003,1529.0,54225.0,55754.0
Hatchery Spawners Subtotals,Spawner Escapement,2004,848.0,55423.0,56271.0
Hatchery Spawners Subtotals,Spawner Escapement,2002,846.0,10711.0,11557.0
Hatchery Spawners Subtotals,Spawner Escapement,2003,,,2230.0
Hatchery Spawners Subtotals,Spawner Escapement,2004,10880.0,13110.0,1065.0
Hatchery Spawners Subtotals,Spawner Escapement,2002,31173.0,32238.0,3722.0
Hatchery Spawners Subtotals,Spawner Escapement,2003,12718.0,16440.0,
Hatchery Spawners Subtotals,Spawner Escapement,2004,,66.0,324.0
Hatchery Spawners Subtotals,Spawner Escapement,2002,390.0,109.0,602.0
Hatchery Spawners Subtotals,Spawner Escapement,2003,711.0,75.0,258.0
Hatchery Spawners Subtotals,Spawner Escapement,2004,333.0,,42.0
Hatchery Spawners Subtotals,Spawner Escapement,2002,206.0,248.0,80.0
Hatchery Spawners Subtotals,Spawner Escapement,2003,444.0,524.0,42.0
Hatchery Spawners Subtotals,Spawner Escapement,2004,144.0,186.0,
Hatchery Spawners Subtotals,Spawner Escapement,2002,2338.0,11410.0,13748.0
Hatchery Spawners Subtotals,Spawner Escapement,2003,1254.0,32219.0,33473.0
Hatchery Spawners Subtotals,Spawner Escapement,2004,3839.0,13120.0,16959.0
Hatchery Spawners Subtotals,Spawner Escapement,2002,,3867.0,65635.0
Hatchery Spawners Subtotals,Spawner Escapement,2003,69502.0,2102.0,87642.0
Hatchery Spawners Subtotals,Spawner Escapement,2004,89744.0,4685.0,23831.0
Hatchery Spawners Subtotals,Spawner Escapement,2002,28516.0,,6198.0
Hatchery Spawners Subtotals,Spawner Escapement,2003,92818.0,99016.0,2966.0
Hatchery Spawners Subtotals,Spawner Escapement,2004,149424.0,152390.0,6666.0
Iron Gate Hatchery  (IGH),Spawner Escapement,2005,42.0,13955.0,13997.0
Iron Gate Hatchery  (IGH),Spawner Escapement,2006,2386.0,11604.0,13990.0
Iron Gate Hatchery  (IGH),Spawner Escapement,2007,180.0,16969.0,17149.0
Trinity River Hatchery (TRH),Spawner Escapement,2005,59.0,13744.0,13803.0
Trinity River Hatchery (TRH),Spawner Escapement,2006,4076.0,7918.0,11994.0
Trinity River Hatchery (TRH),Spawner Escapement,2007,33.0,18081.0,18114.0
Hatchery Spawners Subtotals,Spawner Escapement,2005,,101.0,27699.0
Hatchery Spawners Subtotals,Spawner Escapement,2006,27800.0,6462.0,19522.0
Hatchery Spawners Subtotals,Spawner Escapement,2007,25984.0,213.0,35050.0
Hatchery Spawners Subtotals,Spawner Escapement,2005,35263.0,,
Hatchery Spawners Subtotals,Spawner Escapement,2006,,32.0,4622.0
Hatchery Spawners Subtotals,Spawner Escapement,2007,4654.0,853.0,4538.0
Hatchery Spawners Subtotals,Spawner Escapement,2005,5391.0,41.0,6914.0
Hatchery Spawners Subtotals,Spawner Escapement,2006,6955.0,,105.0
Hatchery Spawners Subtotals,Spawner Escapement,2007,401.0,506.0,791.0
Hatchery Spawners Subtotals,Spawner Escapement,2005,1278.0,2069.0,55.0
Hatchery Spawners Subtotals,Spawner Escapement,2006,1377.0,1432.0,
Hatchery Spawners Subtotals,Spawner Escapement,2007,58.0,698.0,756.0
Hatchery Spawners Subtotals,Spawner Escapement,2005,1953.0,3007.0,4960.0
Hatchery Spawners Subtotals,Spawner Escapement,2006,11.0,4494.0,4505.0
Hatchery Spawners Subtotals,Spawner Escapement,2007,,37.0,2018.0
Hatchery Spawners Subtotals,Spawner Escapement,2005,2055.0,1395.0,789.0
Hatchery Spawners Subtotals,Spawner Escapement,2006,2184.0,27.0,2009.0
Hatchery Spawners Subtotals,Spawner Escapement,2007,2036.0,,58.0
Hatchery Spawners Subtotals,Spawner Escapement,2005,5341.0,5399.0,765.0
Hatchery Spawners Subtotals,Spawner Escapement,2006,3368.0,4133.0,64.0
Hatchery Spawners Subtotals,Spawner Escapement,2007,4677.0,4741.0,
Hatchery Spawners Subtotals,Spawner Escapement,2005,,40.0,361.0
Hatchery Spawners Subtotals,Spawner Escapement,2006,401.0,739.0,1165.0
Hatchery Spawners Subtotals,Spawner Escapement,2007,1904.0,26.0,1414.0
Hatchery Spawners Subtotals,Spawner Escapement,2005,1440.0,,68.0
Hatchery Spawners Subtotals,Spawner Escapement,2006,113.0,181.0,20.0
Hatchery Spawners Subtotals,Spawner Escapement,2007,119.0,139.0,8.0
Hatchery Spawners Subtotals,Spawner Escapement,2005,407.0,415.0,
Hatchery Spawners Subtotals,Spawner Escapement,2006,398.0,13554.0,13952.0
Hatchery Spawners Subtotals,Spawner Escapement,2007,6516.0,14264.0,20780.0
Hatchery Spawners Subtotals,Spawner Escapement,2005,232.0,21292.0,21524.0
Hatchery Spawners Subtotals,Spawner Escapement,2006,,,658.0
Hatchery Spawners Subtotals,Spawner Escapement,2007,12987.0,13645.0,7607.0
Hatchery Spawners Subtotals,Spawner Escapement,2005,15375.0,22982.0,832.0
Hatchery Spawners Subtotals,Spawner Escapement,2006,39038.0,39870.0,
Hatchery Spawners Subtotals,Spawner Escapement,2007,,8.0,164.0
Hatchery Spawners Subtotals,Spawner Escapement,2005,172.0,71.0,142.0
Hatchery Spawners Subtotals,Spawner Escapement,2006,213.0,5.0,246.0
Hatchery Spawners Subtotals,Spawner Escapement,2007,251.0,,4.0
Hatchery Spawners Subtotals,Spawner Escapement,2005,84.0,88.0,189.0
Hatchery Spawners Subtotals,Spawner Escapement,2006,382.0,571.0,2.0
Hatchery Spawners Subtotals,Spawner Escapement,2007,94.0,96.0,
Hatchery Spawners Subtotals,Spawner Escapement,2005,670.0,13235.0,13905.0
Hatchery Spawners Subtotals,Spawner Escapement,2006,7867.0,15899.0,23766.0
Hatchery Spawners Subtotals,Spawner Escapement,2007,839.0,39378.0,40217.0
Hatchery Spawners Subtotals,Spawner Escapement,2005,,1068.0,26789.0
Hatchery Spawners Subtotals,Spawner Escapement,2006,27857.0,14383.0,30163.0
Hatchery Spawners Subtotals,Spawner Escapement,2007,44546.0,1071.0,60670.0
Hatchery Spawners Subtotals,Spawner Escapement,2005,61741.0,,1169.0
Hatchery Spawners Subtotals,Spawner Escapement,2006,54488.0,55657.0,20845.0
Hatchery Spawners Subtotals,Spawner Escapement,2007,49685.0,70530.0,1284.0
Iron Gate Hatchery  (IGH),Spawner Escapement,2008,2130.0,9101.0,11231.0
Iron Gate Hatchery  (IGH),Spawner Escapement,2009,1229.0,12263.0,13492.0
Iron Gate Hatchery  (IGH),Spawner Escapement,2010,1069.0,10278.0,11347.0
Trinity River Hatchery (TRH),Spawner Escapement,2008,801.0,4451.0,5252.0
Trinity River Hatchery (TRH),Spawner Escapement,2009,143.0,7351.0,7494.0
Trinity River Hatchery (TRH),Spawner Escapement,2010,1432.0,7774.0,9206.0
Hatchery Spawners Subtotals,Spawner Escapement,2008,,2931.0,13552.0
Hatchery Spawners Subtotals,Spawner Escapement,2009,16483.0,1372.0,19614.0
Hatchery Spawners Subtotals,Spawner Escapement,2010,20986.0,2501.0,18052.0
Hatchery Spawners Subtotals,Spawner Escapement,2008,20553.0,,
Hatchery Spawners Subtotals,Spawner Escapement,2009,,1199.0,5830.0
Hatchery Spawners Subtotals,Spawner Escapement,2010,7029.0,295.0,7945.0
Hatchery Spawners Subtotals,Spawner Escapement,2008,8240.0,275.0,3684.0
Hatchery Spawners Subtotals,Spawner Escapement,2009,3959.0,,650.0
Hatchery Spawners Subtotals,Spawner Escapement,2010,1749.0,2399.0,516.0
Hatchery Spawners Subtotals,Spawner Escapement,2008,,2720.0,356.0
Hatchery Spawners Subtotals,Spawner Escapement,2009,,2834.0,
Hatchery Spawners Subtotals,Spawner Escapement,2010,1228.0,3445.0,4673.0
Hatchery Spawners Subtotals,Spawner Escapement,2008,44.0,2167.0,2211.0
Hatchery Spawners Subtotals,Spawner Escapement,2009,394.0,2114.0,2508.0
Hatchery Spawners Subtotals,Spawner Escapement,2010,,3621.0,2741.0
Hatchery Spawners Subtotals,Spawner Escapement,2008,6362.0,151.0,6145.0
Hatchery Spawners Subtotals,Spawner Escapement,2009,6296.0,87.0,1261.0
Hatchery Spawners Subtotals,Spawner Escapement,2010,1348.0,,1565.0
Hatchery Spawners Subtotals,Spawner Escapement,2008,3001.0,4566.0,471.0
Hatchery Spawners Subtotals,Spawner Escapement,2009,5455.0,5926.0,291.0
Hatchery Spawners Subtotals,Spawner Escapement,2010,3180.0,3471.0,
Hatchery Spawners Subtotals,Spawner Escapement,2008,,1073.0,1845.0
Hatchery Spawners Subtotals,Spawner Escapement,2009,2918.0,175.0,3094.0
Hatchery Spawners Subtotals,Spawner Escapement,2010,3269.0,274.0,1663.0
Hatchery Spawners Subtotals,Spawner Escapement,2008,1937.0,,89.0
Hatchery Spawners Subtotals,Spawner Escapement,2009,409.0,498.0,296.0
Hatchery Spawners Subtotals,Spawner Escapement,2010,733.0,1029.0,134.0
Hatchery Spawners Subtotals,Spawner Escapement,2008,790.0,924.0,
Hatchery Spawners Subtotals,Spawner Escapement,2009,9425.0,19020.0,28445.0
Hatchery Spawners Subtotals,Spawner Escapement,2010,1948.0,27743.0,29691.0
Hatchery Spawners Subtotals,Spawner Escapement,2008,1811.0,15170.0,16981.0
Hatchery Spawners Subtotals,Spawner Escapement,2009,,,7255.0
Hatchery Spawners Subtotals,Spawner Escapement,2010,11006.0,18261.0,5958.0
Hatchery Spawners Subtotals,Spawner Escapement,2008,16168.0,22126.0,9779.0
Hatchery Spawners Subtotals,Spawner Escapement,2009,21579.0,31358.0,
Hatchery Spawners Subtotals,Spawner Escapement,2010,,158.0,240.0
Hatchery Spawners Subtotals,Spawner Escapement,2008,398.0,70.0,190.0
Hatchery Spawners Subtotals,Spawner Escapement,2009,260.0,69.0,152.0
Hatchery Spawners Subtotals,Spawner Escapement,2010,221.0,,385.0
Hatchery Spawners Subtotals,Spawner Escapement,2008,584.0,969.0,114.0
Hatchery Spawners Subtotals,Spawner Escapement,2009,308.0,422.0,147.0
Hatchery Spawners Subtotals,Spawner Escapement,2010,324.0,471.0,
Hatchery Spawners Subtotals,Spawner Escapement,2008,7798.0,11830.0,19628.0
Hatchery Spawners Subtotals,Spawner Escapement,2009,6142.0,16666.0,22808.0
Hatchery Spawners Subtotals,Spawner Escapement,2010,9995.0,22055.0,32050.0
Hatchery Spawners Subtotals,Spawner Escapement,2008,,17223.0,30850.0
Hatchery Spawners Subtotals,Spawner Escapement,2009,48073.0,8090.0,44409.0
Hatchery Spawners Subtotals,Spawner Escapement,2010,52499.0,11806.0,37225.0
Hatchery Spawners Subtotals,Spawner Escapement,2008,49031.0,,20154.0
Hatchery Spawners Subtotals,Spawner Escapement,2009,44402.0,64556.0,9462.0
Hatchery Spawners Subtotals,Spawner Escapement,2010,64023.0,73485.0,14307.0
Iron Gate Hatchery  (IGH),Spawner Escapement,2011,9549.0,8490.0,18039.0
Iron Gate Hatchery  (IGH),Spawner Escapement,2012,1537.0,38478.0,40015.0
Iron Gate Hatchery  (IGH),Spawner Escapement,2013,1323.0,13431.0,14754.0
Trinity River Hatchery (TRH),Spawner Escapement,2011,1875.0,13847.0,15722.0
Trinity River Hatchery (TRH),Spawner Escapement,2012,92.0,17461.0,17553.0
Trinity River Hatchery (TRH),Spawner Escapement,2013,135.0,3717.0,3852.0
Hatchery Spawners Subtotals,Spawner Escapement,2011,,11424.0,22337.0
Hatchery Spawners Subtotals,Spawner Escapement,2012,33761.0,1629.0,55939.0
Hatchery Spawners Subtotals,Spawner Escapement,2013,57568.0,1458.0,17148.0
Hatchery Spawners Subtotals,Spawner Escapement,2011,18606.0,,
Hatchery Spawners Subtotals,Spawner Escapement,2012,,3270.0,3933.0
Hatchery Spawners Subtotals,Spawner Escapement,2013,7203.0,1859.0,18249.0
Hatchery Spawners Subtotals,Spawner Escapement,2011,20108.0,683.0,12192.0
Hatchery Spawners Subtotals,Spawner Escapement,2012,12875.0,,1819.0
Hatchery Spawners Subtotals,Spawner Escapement,2013,3674.0,5493.0,829.0
Hatchery Spawners Subtotals,Spawner Escapement,2011,3561.0,4390.0,240.0
Hatchery Spawners Subtotals,Spawner Escapement,2012,2240.0,2480.0,
Hatchery Spawners Subtotals,Spawner Escapement,2013,2502.0,3019.0,5521.0
Hatchery Spawners Subtotals,Spawner Escapement,2011,1783.0,7569.0,9352.0
Hatchery Spawners Subtotals,Spawner Escapement,2012,588.0,4036.0,4624.0
Hatchery Spawners Subtotals,Spawner Escapement,2013,,11175.0,213.0
Hatchery Spawners Subtotals,Spawner Escapement,2011,11388.0,1944.0,27600.0
Hatchery Spawners Subtotals,Spawner Escapement,2012,29544.0,1096.0,6925.0
Hatchery Spawners Subtotals,Spawner Escapement,2013,8021.0,,2303.0
Hatchery Spawners Subtotals,Spawner Escapement,2011,2919.0,5222.0,839.0
Hatchery Spawners Subtotals,Spawner Escapement,2012,11792.0,12631.0,338.0
Hatchery Spawners Subtotals,Spawner Escapement,2013,3682.0,4020.0,
Hatchery Spawners Subtotals,Spawner Escapement,2011,,3259.0,3072.0
Hatchery Spawners Subtotals,Spawner Escapement,2012,6331.0,629.0,3254.0
Hatchery Spawners Subtotals,Spawner Escapement,2013,3883.0,200.0,2310.0
Hatchery Spawners Subtotals,Spawner Escapement,2011,2510.0,,418.0
Hatchery Spawners Subtotals,Spawner Escapement,2012,1143.0,1561.0,406.0
Hatchery Spawners Subtotals,Spawner Escapement,2013,761.0,1167.0,129.0
Hatchery Spawners Subtotals,Spawner Escapement,2011,326.0,455.0,
Hatchery Spawners Subtotals,Spawner Escapement,2012,24746.0,17973.0,42719.0
Hatchery Spawners Subtotals,Spawner Escapement,2013,8289.0,72786.0,81075.0
Hatchery Spawners Subtotals,Spawner Escapement,2011,3274.0,31711.0,34985.0
Hatchery Spawners Subtotals,Spawner Escapement,2012,,,36913.0
Hatchery Spawners Subtotals,Spawner Escapement,2013,27718.0,64631.0,7242.0
Hatchery Spawners Subtotals,Spawner Escapement,2011,47921.0,55163.0,6954.0
